file_id,file_path,domain,branch,label,sampling_rate,rpm,signal_length,finite_fraction,zero_fraction,mean,std,rms,max_abs,peak_tie_fraction,sha256,exact_duplicate_count,robust_z_log_rms,robust_z_log_peak,robust_z_length,quality_status
B007_0,数据集/数据集/源域数据集/12kHz_DE_data/B/0007/B007_0.mat,source,12k_DE,B,12000,1796.0,96000,1.0,0.0,0.0001438011957519599,0.13779018685383246,0.13779026189102755,0.6196271283792647,1.0416666666666666e-05,10a16235e27ad62790e4ec8ca00febeafe5f16cb5fa541e6a8e376d5d4c5a0e8,1,-0.5489004790597779,-0.7053521857902082,0.0,ok
B007_1,数据集/数据集/源域数据集/12kHz_DE_data/B/0007/B007_1.mat,source,12k_DE,B,12000,1772.0,96000,1.0,0.0,-7.31172759162077e-05,0.13885010042682341,0.1388501196782883,0.6635408970738204,1.0416666666666666e-05,a1ce5331e77e8a27bf36f9f5a98bc0fc1a937652943a985151916bbb36741d7e,1,-0.460694119698214,-0.6639026204203566,0.0,ok
B007_2,数据集/数据集/源域数据集/12kHz_DE_data/B/0007/B007_2.mat,source,12k_DE,B,12000,1748.0,96000,1.0,0.0,-5.491240066071373e-05,0.14750608298769208,0.14750609320886934,0.6000194379078888,1.0416666666666666e-05,bd308ede20e5a2b174c76f63cb809e3828c5e82dd53ee7d8ce05fcbc27e39f64,1,0.2566388732394364,-0.7242238452656502,0.0,ok
B007_3,数据集/数据集/源域数据集/12kHz_DE_data/B/0007/B007_3.mat,source,12k_DE,B,12000,1722.0,96000,1.0,0.0,-4.247563542849625e-05,0.15410751479769783,0.15410752065133698,0.7247619405123412,1.0416666666666666e-05,f6d41f3c0c5058eff5108bcd4c050684244eabf3a8ab7a1b88649f9b311844a2,1,0.8000810398934125,-0.6079072328353734,0.0,ok
B014_0,数据集/数据集/源域数据集/12kHz_DE_data/B/0014/B014_0.mat,source,12k_DE,B,12000,1796.0,96000,1.0,0.0,-5.6534574718572616e-05,0.14751519995635212,0.14751521078966973,2.2734648468416156,1.0416666666666666e-05,babb1c455e9197152262a62339b31d4c408efb75468af3408bf9b29592a33b1a,1,0.25739160389792504,0.384870115883033,0.0,ok
B014_1,数据集/数据集/源域数据集/12kHz_DE_data/B/0014/B014_1.mat,source,12k_DE,B,12000,1772.0,96000,1.0,0.0,-2.0499069393389362e-05,0.1413057623275622,0.14130576381445076,1.335240041973105,1.0416666666666666e-05,d6c8e3c9b77f77d047295073019308e662922cd17a3269d48429733d1f37dcca,1,-0.2566388732394364,-0.13840692795509252,0.0,ok
B014_2,数据集/数据集/源域数据集/12kHz_DE_data/B/0014/B014_2.mat,source,12k_DE,B,12000,1749.0,96000,1.0,0.0,-4.450871810110668e-05,0.14755633563395226,0.14755634234673057,1.8345112187049695,1.0416666666666666e-05,4d0d102e123e13406285f3c0792bea2bd9086685486a4e8c1bee34d8f0db1226,1,0.2607872750568579,0.16179191282061944,0.0,ok
B014_3,数据集/数据集/源域数据集/12kHz_DE_data/B/0014/B014_3.mat,source,12k_DE,B,12000,1724.0,96000,1.0,0.0,1.2020254461359561e-05,0.13886220809922117,0.13886220861947257,1.9846451308495212,1.0416666666666666e-05,a2e94b4cbbd72e62e1e56b80ca742400edd732bc77279a855c1d69b2b1ba197f,1,-0.45968849461394506,0.2417572262687591,0.0,ok
B021_0,数据集/数据集/源域数据集/12kHz_DE_data/B/0021/B021_0.mat,source,12k_DE,B,12000,1796.0,96000,1.0,0.0,0.0007516507848186015,0.1384696592376684,0.13847169930458111,1.6392407790679757,1.0416666666666666e-05,b13de536c1921770ffe4855227bd821c9590891c73e95d12d3d157483fb555e3,1,-0.4921786205712554,0.051200297581948356,0.0,ok
B021_1,数据集/数据集/源域数据集/12kHz_DE_data/B/0021/B021_1.mat,source,12k_DE,B,12000,1774.0,96000,1.0,0.0,6.023228024714816e-05,0.12340460927235733,0.12340462397167605,1.4704485493111852,1.0416666666666666e-05,b9907e6e91e4fad5d827bd7d71858d9f59ee8a2641a97ed8313d2d7ce180db12,1,-1.7543351972358967,-0.051200297581948356,0.0,ok
B021_2,数据集/数据集/源域数据集/12kHz_DE_data/B/0021/B021_2.mat,source,12k_DE,B,12000,1754.0,96000,1.0,0.0,7.586666886883512e-06,0.10739659548788877,0.10739659575585589,0.6409589116539961,1.0416666666666666e-05,e457b2c7e435dffbb38766a81469e3b438bbf8784e878d6638c8d62dc6d631e8,1,-3.113997723606854,-0.6850788985328338,0.0,ok
B021_3,数据集/数据集/源域数据集/12kHz_DE_data/B/0021/B021_3.mat,source,12k_DE,B,12000,1729.0,96000,1.0,0.0,-3.83960566413788e-06,0.11792775052058671,0.11792775058309352,0.5096462868060957,1.0416666666666666e-05,1f5395e8173b45e5f75fbd570c94f9c3de7b354f2db006a31b7cfb6d8b131530,1,-2.2173277517051866,-0.8143051176000814,0.0,ok
B028_0_(1797rpm),数据集/数据集/源域数据集/12kHz_DE_data/B/0028/B028_0_(1797rpm).mat,source,12k_DE,B,12000,1797.0,96000,1.0,0.0,0.0038460027474984185,2.074486078384732,2.0744896435386697,10.735533897191248,1.0416666666666666e-05,1244f96c3a9ed66a0593edb13bdd692b575210ad6cb205e7ceb20bbd311f1f93,1,93.62386720854884,2.3630689472396127,0.0,distribution_review
B028_1_(1772rpm),数据集/数据集/源域数据集/12kHz_DE_data/B/0028/B028_1_(1772rpm).mat,source,12k_DE,B,12000,1772.0,96000,1.0,0.0,0.0027797833466872736,2.0242890751181575,2.0242909837368193,11.66475407731127,1.0416666666666666e-05,aea9d1ed1293ed8edb82ac694c27d492963e9497d2209fecdee6bbc60f5242a7,1,92.06429450991514,2.481133694077323,0.0,distribution_review
B028_2_(1750rpm),数据集/数据集/源域数据集/12kHz_DE_data/B/0028/B028_2_(1750rpm).mat,source,12k_DE,B,12000,1750.0,96000,1.0,0.0,-0.0011089797048423366,2.1437914486669634,2.1437917355036107,10.441634477572242,1.0416666666666666e-05,9db52b2ce2ade172f08f84b27f1bc5d2f719a5c2831901a761a4aaaba9c99fb6,1,95.73560825774743,2.323772968352468,0.0,distribution_review
B028_3_(1730rpm),数据集/数据集/源域数据集/12kHz_DE_data/B/0028/B028_3_(1730rpm).mat,source,12k_DE,B,12000,1730.0,96000,1.0,0.0,0.001276372460312533,2.1435114989293096,2.143511878942786,11.344945952858229,1.0416666666666666e-05,ba0e66c94e6ffcb752324eb8d00efdcc69b5c23082da86d0b89c062d0f2248b1,1,95.72717456517908,2.441506697022249,0.0,distribution_review
IR007_0,数据集/数据集/源域数据集/12kHz_DE_data/IR/0007/IR007_0.mat,source,12k_DE,IR,12000,1797.0,96000,1.0,0.0,-0.00011440172994735735,0.29137344675685484,0.29137346921558516,1.7255869395587253,1.0416666666666666e-05,1ff41fc13fbafc1e991fa00813fdb607c1655b6c565d3150f1b5de6fd6e92b39,1,-0.34683160248533573,-0.8288038112359624,0.0,ok
IR007_1,数据集/数据集/源域数据集/12kHz_DE_data/IR/0007/IR007_1.mat,source,12k_DE,IR,12000,1772.0,96000,1.0,0.0,0.00010538706167513466,0.2922843042876915,0.2922843232870566,1.5730684733216551,1.0416666666666666e-05,03a7c96340b366b83b4d786165d91db668082bd08d6aad7af5ffd06a429a6fdb,1,-0.34297178544266854,-0.9752307890645344,0.0,ok
IR007_2,数据集/数据集/源域数据集/12kHz_DE_data/IR/0007/IR007_2.mat,source,12k_DE,IR,12000,1748.0,96000,1.0,0.0,4.5837695487301026e-05,0.2998520267303229,0.2998520302338749,1.635068278800361,1.0416666666666666e-05,c682d3372a00027b5dca5c81c695e0f020524e7977e709ae78453b55603c0e4d,1,-0.3110078249682334,-0.9146865501108937,0.0,ok
IR007_3,数据集/数据集/源域数据集/12kHz_DE_data/IR/0007/IR007_3.mat,source,12k_DE,IR,12000,1721.0,96000,1.0,0.0,-6.996563824931103e-05,0.3130759825252487,0.313075990343144,1.5127505849094052,1.0416666666666666e-05,13782c472086acd5c10b435bfa6ad3a68f83ccbac7022a78ba79fb89e3f28e78,1,-0.2555975021699896,-1.0355492078895472,0.0,ok
IR014_0,数据集/数据集/源域数据集/12kHz_DE_data/IR/0014/IR014_0.mat,source,12k_DE,IR,12000,1796.0,96000,1.0,0.0,-0.0006124835980359998,0.1934060971934425,0.1934070670057255,2.0452177083818017,1.0416666666666666e-05,9e011693b0dbc2efbd37f44465931daad9b151a6c262d8756f2f8836c0532357,1,-0.7787156796297009,-0.5468348756313415,0.0,ok
IR014_1,数据集/数据集/源域数据集/12kHz_DE_data/IR/0014/IR014_1.mat,source,12k_DE,IR,12000,1774.0,96000,1.0,0.0,5.5483820640026694e-05,0.1668291869115425,0.16682919613790848,1.8959186115722202,1.0416666666666666e-05,f9f653ddfeda4d8068e80e1b5af00efd6de4a708b6dbd28577cca25ba5b34155,1,-0.9020079794980513,-0.6746621320069563,0.0,ok
IR014_2,数据集/数据集/源域数据集/12kHz_DE_data/IR/0014/IR014_2.mat,source,12k_DE,IR,12000,1752.0,96000,1.0,0.0,8.43837871039101e-05,0.16245845913992585,0.16245848105513755,1.8841918113077063,1.0416666666666666e-05,5d015191c306f64a63da0da417eea3d7ec6532c0a958ef76f4beacc16cf4ae84,1,-0.9225518734825696,-0.6849799615513376,0.0,ok
IR014_3,数据集/数据集/源域数据集/12kHz_DE_data/IR/0014/IR014_3.mat,source,12k_DE,IR,12000,1728.0,96000,1.0,0.0,6.846920022605804e-05,0.18186932894461866,0.18186934183307885,2.1239129411047504,1.0416666666666666e-05,16550d0d3bcd9cf866e5c7aa38d81e78f33b24464b96bee28ddce426c143b2f1,1,-0.8318973946098253,-0.48195763434146505,0.0,ok
IR021_0,数据集/数据集/源域数据集/12kHz_DE_data/IR/0021/IR021_0.mat,source,12k_DE,IR,12000,1797.0,96000,1.0,0.0,-1.3947936931977859e-05,0.5268951459147111,0.5268951460993255,3.77384143401479,1.0416666666666666e-05,fe721924a019e32f817f62e2a305664f91e8a79ff3e708417171ba4f19dacc32,1,0.5702658393234895,0.596360085265352,0.0,ok
IR021_1,数据集/数据集/源域数据集/12kHz_DE_data/IR/0021/IR021_1.mat,source,12k_DE,IR,12000,1774.0,96000,1.0,0.0,5.312036895478193e-05,0.4416014048538852,0.4416014080488179,3.683016927175134,1.0416666666666666e-05,86c559201ce8e4a292b89d255138fd56960bfb4b6106dbb7577de793f65a74f8,1,0.2555975021699896,0.5475157866829478,0.0,ok
IR021_2,数据集/数据集/源域数据集/12kHz_DE_data/IR/0021/IR021_2.mat,source,12k_DE,IR,12000,1752.0,96000,1.0,0.0,6.303926762145506e-05,0.48747620689684473,0.487476210972889,3.619687081936451,1.0416666666666666e-05,aaefa086a493c970496e771b4840155fb9b85237352b385acf78e31220b61ede,1,0.4270847114171171,0.5128939348797881,0.0,ok
IR021_3,数据集/数据集/源域数据集/12kHz_DE_data/IR/0021/IR021_3.mat,source,12k_DE,IR,12000,1728.0,96000,1.0,0.0,4.456129776007993e-06,0.4459992764055922,0.4459992764278536,3.563823677321767,1.0416666666666666e-05,13665cf2f17239de731a1f30df592d01a05e76c4d7d2cd5b7be17d42a7d69355,1,0.2722722131514347,0.4819576343414656,0.0,ok
IR028_0_(1797rpm),数据集/数据集/源域数据集/12kHz_DE_data/IR/0028/IR028_0_(1797rpm).mat,source,12k_DE,IR,12000,1797.0,96000,1.0,0.0,-1.6708159148380198e-05,0.8363804265287987,0.836380426695686,4.424253772625226,1.0416666666666666e-05,7b12ea71b0941c001e62dd0f27b9dd19650aac484033199f16231130f5812250,1,1.5805900270467232,0.9211510632249725,0.0,ok
IR028_1_(1772rpm),数据集/数据集/源域数据集/12kHz_DE_data/IR/0028/IR028_1_(1772rpm).mat,source,12k_DE,IR,12000,1772.0,96000,1.0,0.0,8.707862613545267e-05,0.8393320157409848,0.8393320202580811,3.9224678564313438,1.0416666666666666e-05,4d3598660bdee02b513e06b8ee30e3ad6d5d75304c8d73faa96ee73f926f3f21,1,1.589381628796533,0.6743193869462341,0.0,ok
IR028_2_(1750rpm),数据集/数据集/源域数据集/12kHz_DE_data/IR/0028/IR028_2_(1750rpm).mat,source,12k_DE,IR,12000,1750.0,96000,1.0,0.0,0.0001274578662959487,0.8388110114655533,0.838811021149205,4.198644544545163,1.0416666666666666e-05,0897810817cb99a99779598facf20f4c8cc63fc4dd28f9f29bc9374cea221bf5,1,1.587830809284511,0.8131262548383544,0.0,ok
IR028_3_(1730rpm),数据集/数据集/源域数据集/12kHz_DE_data/IR/0028/IR028_3_(1730rpm).mat,source,12k_DE,IR,12000,1730.0,96000,1.0,0.0,1.0286240682368701e-05,0.8237575346837169,0.823757534747939,3.8284720774311927,1.0416666666666666e-05,b6e7fe8081fcccf2427549429ca7a308f16579018d42c8ce947b00785200e7d5,1,1.5428314152613245,0.6252941520810114,0.0,ok
OR007@6_0,数据集/数据集/源域数据集/12kHz_DE_data/OR/Centered/0007/OR007@6_0.mat,source,12k_DE,OR,12000,1796.0,96000,1.0,0.0,0.0011247921226715076,0.6718321789217123,0.671833120493486,3.6072536734516802,1.0416666666666666e-05,45b5f159832c74b92b654c4e51d4c103dcf252c015159a6bcedb3337ba866fde,1,0.961994426380913,0.26684474745013714,0.0,ok
OR007@6_1,数据集/数据集/源域数据集/12kHz_DE_data/OR/Centered/0007/OR007@6_1.mat,source,12k_DE,OR,12000,1773.0,96000,1.0,0.0,2.1258021640350585e-05,0.591807641911066,0.5918076422928653,3.1081960317834914,1.0416666666666666e-05,8820dc15d3140bb53d76f9222a15290ff4de28652bb204da69314f98768982e5,1,0.7429698110257523,-0.039541765679578816,0.0,ok
OR007@6_2,数据集/数据集/源域数据集/12kHz_DE_data/OR/Centered/0007/OR007@6_2.mat,source,12k_DE,OR,12000,1750.0,96000,1.0,0.0,-6.290485740949287e-05,0.5708502239640548,0.5708502274299562,3.097380460925608,1.0416666666666666e-05,0a12a31aab4f941f8f1150e2eab263381da045f0d6f3d4ed63853fb702d33d64,1,0.6837902431914586,-0.04658665212159497,0.0,ok
OR007@6_3,数据集/数据集/源域数据集/12kHz_DE_data/OR/Centered/0007/OR007@6_3.mat,source,12k_DE,OR,12000,1725.0,96000,1.0,0.0,2.6768803490117195e-05,0.5813199027490883,0.5813199033654175,3.2315847925185603,1.0416666666666666e-05,8f83e13f156bcf0304d1aabac07c919eb7fc230a89bb199ece9f862c0c0ff4d7,1,0.7134525636235693,0.039541765679578816,0.0,ok
