file_id,file_path,window_id,branch,rpm,shape_skew,shape_kurtosis,shape_crest,zcr,psd_entropy,psd_peak_ratio,psd_0_500,psd_500_1000,psd_1000_2000,psd_4000_8000,env_kurtosis,env_entropy,env_peak_ratio,env_0_500,env_500_1000,env_2000_4000,order_0.5_2,order_2_4,order_4_8,order_8_16,rpm_is_nominal,rpm_note
A,数据集/数据集/目标域数据集/A.mat,0,target_32k,600.0,0.05838035357352132,3.090408115052291,4.481683487533809,0.28962949398767013,0.8738395409665428,0.033874904002191814,0.01852229294151051,0.021884435449673913,0.26014244983877904,0.3483734443773046,3.8098827675402416,0.8931252554876543,0.009365591796406645,0.16497621163256193,0.11471030436940621,0.23672581390307018,0.007279319318197848,0.00677685397971397,0.018541322004350744,0.030812204441028376,True,"600 rpm is the problem-stated nominal speed, not instantaneous synchronous speed."
A,数据集/数据集/目标域数据集/A.mat,1,target_32k,600.0,0.024333600846955385,3.145754138421027,4.439536272679258,0.29188793261307455,0.8750506032675684,0.027496783455542007,0.019429315288995948,0.018440296193253557,0.26208570489959016,0.360988353447897,3.7325233141384584,0.8928984540443018,0.00878939713485693,0.16091099916177126,0.11431719231637363,0.23524002061032506,0.007936886542685692,0.008037313536123386,0.019253288216655316,0.029031908411444225,True,"600 rpm is the problem-stated nominal speed, not instantaneous synchronous speed."
A,数据集/数据集/目标域数据集/A.mat,2,target_32k,600.0,0.012761347912868908,3.2142939065023026,4.217558351549621,0.29237624366721604,0.8779109723229565,0.0346001986936376,0.02113088312824283,0.02047288118303454,0.2510966075380362,0.35874865152883123,3.5175018099770488,0.8937180043484547,0.015017325881317828,0.16259755010640656,0.11646426433081565,0.22375754943893408,0.007156389667903696,0.006791060574967102,0.03184305792726156,0.026267795885814942,True,"600 rpm is the problem-stated nominal speed, not instantaneous synchronous speed."
A,数据集/数据集/目标域数据集/A.mat,3,target_32k,600.0,0.026176673530085112,3.255495383968382,4.4666453437090485,0.29225416590368064,0.8781178948442648,0.03391556192062191,0.02032699032842134,0.021752283815421918,0.2554106057669494,0.3491533165436691,3.560567622523453,0.894417827470647,0.011620389452146392,0.16955666884934562,0.11708470989939057,0.22905475577963216,0.007486709408447779,0.008456202279220386,0.028728852507125938,0.029462651092110537,True,"600 rpm is the problem-stated nominal speed, not instantaneous synchronous speed."
A,数据集/数据集/目标域数据集/A.mat,4,target_32k,600.0,0.043663203259865946,3.2431825905616494,4.539717756447814,0.29127754379539766,0.8768097773111306,0.03186479670899942,0.02098651399475948,0.021016235507665137,0.2562392708560999,0.35078856094126293,3.875679786152866,0.8921592288414071,0.01041123414358414,0.1743833811288383,0.1112850717826342,0.22138780990784818,0.006739421507853156,0.008901505574877176,0.02229372207331674,0.03384544533241207,True,"600 rpm is the problem-stated nominal speed, not instantaneous synchronous speed."
A,数据集/数据集/目标域数据集/A.mat,5,target_32k,600.0,0.022148714411594533,3.155884317114155,4.38045019471984,0.28816456082524566,0.8722309179087254,0.034022372774539046,0.01983219199406438,0.02186163355408791,0.2630694042093844,0.33504738827573427,3.6873316036513355,0.8908061924706053,0.009696916783016376,0.17188442899216577,0.1148724507669561,0.21849416195671875,0.0048658665580733175,0.005499197980269696,0.021098763123112606,0.03053077208634087,True,"600 rpm is the problem-stated nominal speed, not instantaneous synchronous speed."
A,数据集/数据集/目标域数据集/A.mat,6,target_32k,600.0,0.018649808017720867,3.0992510297747633,4.508298338424993,0.2859061221998413,0.8722607120235669,0.03042832645013226,0.0175277065557076,0.020050748596642076,0.2658444386826972,0.33753852350718844,3.752957715988613,0.8912871056155451,0.009243261553676304,0.16715835571593174,0.11765351709213479,0.22599490592722105,0.007926555927687366,0.004659637991030889,0.022776290041809033,0.025851830390963802,True,"600 rpm is the problem-stated nominal speed, not instantaneous synchronous speed."
A,数据集/数据集/目标域数据集/A.mat,7,target_32k,600.0,0.018487804069950913,3.188921221636888,4.522022636847481,0.2906061160959531,0.8720437235070958,0.03242892457708068,0.020657825524841616,0.016991982883980683,0.2684356534923574,0.3543593370973438,4.132282374252964,0.8916368194580994,0.00975902584902174,0.16395242338428528,0.12218993554274066,0.2226882054140407,0.00863879904322735,0.007007838006644732,0.02257559883768823,0.028345220678426174,True,"600 rpm is the problem-stated nominal speed, not instantaneous synchronous speed."
A,数据集/数据集/目标域数据集/A.mat,8,target_32k,600.0,-0.011163527556071329,3.1788309916582196,4.439826176815701,0.2926203991942868,0.8742424641610049,0.029740017308878382,0.020292016688226035,0.015258626934760607,0.24997727379193618,0.3632002226298559,3.939193014733672,0.8908755730007955,0.008443672569286074,0.16362458031858812,0.12259059444309277,0.2188650309322222,0.006733127715755147,0.008443672569286074,0.019909262924242936,0.026812925997008703,True,"600 rpm is the problem-stated nominal speed, not instantaneous synchronous speed."
A,数据集/数据集/目标域数据集/A.mat,9,target_32k,600.0,-0.053070471034262386,3.056315567858991,4.3991694705933675,0.28962949398767013,0.8730704153114517,0.035012733130923464,0.018816686351796535,0.016897028859616123,0.2512369578737189,0.3539884816047852,3.468906848726267,0.8962700354535362,0.00860299383134858,0.15938598045330732,0.10881503186218805,0.2156159037558419,0.005484871454874116,0.00860299383134858,0.020390771078597814,0.02450403993588953,True,"600 rpm is the problem-stated nominal speed, not instantaneous synchronous speed."
