file_id,file_path,window_id,label,branch,rpm,shape_skew,shape_kurtosis,shape_crest,zcr,psd_entropy,psd_peak_ratio,psd_0_500,psd_500_1000,psd_1000_2000,psd_4000_8000,env_kurtosis,env_entropy,env_peak_ratio,env_0_500,env_500_1000,env_2000_4000,order_0.5_2,order_2_4,order_4_8,order_8_16
B007_0,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_0.mat,0,B,48k_DE,1796.0,-0.012755514079107773,3.0769963432406207,3.868770423748862,0.18586339498260393,0.6363769469230418,0.03558573250402586,0.020735768311752917,0.028110375924529248,0.03797999026997757,0.012345607868249165,3.261322238212681,0.6633505566913064,0.04330086215447646,0.6056593053936382,0.19442365988434218,0.09540262949389905,0.07595822792258712,0.12117306829951817,0.17674897050884425,0.21888516392440446
B007_0,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_0.mat,1,B,48k_DE,1796.0,-0.04019095737315527,3.0560210511020265,3.615717387215694,0.18604651162790697,0.6376889801414559,0.037423200094206695,0.018045733456193442,0.028267940332714275,0.03729338785709085,0.01169809430672729,3.136838204843847,0.6605390606835262,0.041596689085194004,0.6041396483245189,0.20613430101991492,0.09476305919608,0.09882982768681253,0.10928668853565587,0.1859869028900394,0.19459665905909926
B007_0,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_0.mat,2,B,48k_DE,1796.0,-0.03592818959425469,3.0960901071678206,3.743737535072233,0.18555820057376549,0.6356844967424697,0.04150377507769121,0.01787435910833668,0.03139457502567361,0.03669991985014179,0.011438795076587377,3.2426246566203756,0.656636779860811,0.04197462648113422,0.6251501507278878,0.19000838905767303,0.09506449609430598,0.10531452559740476,0.1087266668267093,0.20721663855732797,0.18369859643227587
B007_0,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_0.mat,3,B,48k_DE,1796.0,-0.03811685337785531,3.202990426996816,4.268557839087608,0.18488677287432095,0.6330997939069098,0.04422046365674609,0.019318218144182043,0.03431291761412936,0.03503764457398363,0.01156980786863799,3.4609856578268143,0.659811094409073,0.04667241950823146,0.5877378890037743,0.2263713091349508,0.09852457210268513,0.09104337685218711,0.10247058687910765,0.1917151809640703,0.18103052777385767
B007_0,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_0.mat,4,B,48k_DE,1796.0,-0.042285511100738,3.269431683978388,4.731346690357846,0.18311664530305805,0.6383281310573196,0.04951059391844191,0.021329241563279172,0.03617244363751416,0.036335680087683876,0.011708446358549686,3.634912878262947,0.6608168421002063,0.040750699257994134,0.577395110243772,0.23616489235777446,0.10087932535829161,0.09010428846922917,0.12189162422364647,0.17878042490397034,0.16763824678415304
B007_0,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_0.mat,5,B,48k_DE,1796.0,-0.01809267422478082,3.124983401683343,4.6569060258488575,0.18397118964780565,0.6355049305554875,0.0484133321088485,0.021730205237984024,0.03613693994397675,0.03706771947709085,0.011530911689129234,3.4680698227064215,0.6689002338145333,0.036494091813423855,0.6061416859043199,0.19028439968013938,0.11003899825546654,0.0916241618577257,0.12189297096902021,0.16957415295529826,0.20512415280820492
B007_0,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_0.mat,6,B,48k_DE,1796.0,0.01009978270504567,3.090827828084615,4.522082070871039,0.18574131721906856,0.6338890420061535,0.05187144549470777,0.020464206992635965,0.037026069835464574,0.04185100285120782,0.011544193024890367,3.291261607622003,0.6675284548870667,0.03929670226148059,0.6117731431325788,0.1791384771555003,0.11518026391292432,0.10233616717656982,0.13417285231027817,0.16572767479584363,0.18853201834306998
B007_0,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_0.mat,7,B,48k_DE,1796.0,0.0020821631016538222,3.118768580153415,4.685339857030932,0.18586339498260393,0.6397069463431828,0.04402647321300753,0.017388966675005973,0.03403552816332716,0.04505281035347865,0.011941611911527034,3.3585913008527517,0.6672712078662674,0.0395082068604518,0.5983432344351545,0.19434009440249525,0.10773497411057532,0.09173594869192601,0.12831849708043525,0.18063565967622672,0.18085971792863642
B007_0,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_0.mat,8,B,48k_DE,1796.0,-0.008947912522281255,2.925143145969575,3.8929145405316294,0.1842153451748764,0.6393949446668075,0.044328851344516175,0.019796802561360093,0.02829989445564437,0.043826414801618946,0.011845909547989045,3.09730384137399,0.6753961483140902,0.033235947458734726,0.5825199191856986,0.19741458786762492,0.10463152264082456,0.07821119349008057,0.10572220998037156,0.18819959439848796,0.2014416030096042
B007_0,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_0.mat,9,B,48k_DE,1796.0,-0.019482739492535803,3.013408472132708,4.479038139216045,0.18500885063785633,0.6360510284848243,0.04900387571077594,0.022551702848115137,0.025199950638221006,0.04315043489087245,0.012162214582287185,3.4284620270126456,0.6746939690951206,0.05047974818315506,0.5767281547666328,0.20613588151307602,0.10460094248435343,0.08412470371475421,0.1142177943551532,0.17928101389929185,0.1860338644454382
