file_id,file_path,window_id,label,branch,rpm,amp_rms,amp_std,amp_peak,amp_ptp,amp_absmean,amp_energy,shape_skew,shape_kurtosis,shape_crest,shape_impulse,zcr,psd_centroid,psd_bandwidth,psd_entropy,psd_peak_ratio,env_rms,env_kurtosis,env_entropy,env_peak_ratio,acf_first_peak_s,acf_strength,psd_0_500,env_0_500,psd_500_1000,env_500_1000,psd_1000_2000,env_1000_2000,psd_2000_4000,env_2000_4000,psd_4000_8000,env_4000_8000,order_dominant,order_entropy,order_0.5_2,order_2_4,order_4_8,order_8_16,order_16_32
B007_0,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_0.mat,0,B,48k_DE,1796.0,0.1459367403575062,0.1459367403575062,0.565586163249108,1.0918163803435101,0.11601046136590554,0.02129753218617418,-0.012755514079107773,3.0769963432406207,3.868770423748862,4.866968880960566,0.18586339498260393,2871.8977589574474,735.8377742631459,0.6363769469230418,0.03558573250402586,1.4423572241713027,3.261322238212681,0.6633505566913064,0.04330086215447646,0.0003125,0.8354113554884797,0.020735768311752917,0.6056593053936382,0.028110375924529248,0.19442365988434218,0.03797999026997757,0.09790063157857294,0.898882255922729,0.09540262949389905,0.012345607868249165,0.006201152999897502,3.6539532293986636,0.6633505566913064,0.07595822792258712,0.12117306829951817,0.17674897050884425,0.21888516392440446,0.19690384126349275
B007_0,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_0.mat,1,B,48k_DE,1796.0,0.14837766596116198,0.14837766596116198,0.534759380222577,1.0502955000295224,0.1178635095850751,0.02201593175608216,-0.04019095737315527,3.0560210511020265,3.615717387215694,4.552437051289161,0.18604651162790697,2886.0473083096927,720.0724441096238,0.6376889801414559,0.037423200094206695,1.437335583916962,3.136838204843847,0.6605390606835262,0.041596689085194004,0.0003125,0.8359690866442577,0.018045733456193442,0.6041396483245189,0.028267940332714275,0.20613430101991492,0.03729338785709085,0.08878411871692134,0.9029048413910189,0.09476305919608,0.01169809430672729,0.005823025819587933,1.56597995545657,0.6605390606835262,0.09882982768681253,0.10928668853565587,0.1859869028900394,0.19459665905909926,0.2117072052593945
B007_0,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_0.mat,2,B,48k_DE,1796.0,0.14842574196379896,0.14842574196379896,0.55465968306491,1.1016497807803178,0.11772701647966827,0.02203020087750423,-0.03592818959425469,3.0960901071678206,3.743737535072233,4.720176391634433,0.18555820057376549,2890.5279991021685,731.2922207579817,0.6356844967424697,0.04150377507769121,1.4385682653467984,3.2426246566203756,0.656636779860811,0.04197462648113422,0.0003125,0.8350828833817074,0.01787435910833668,0.6251501507278878,0.03139457502567361,0.19000838905767303,0.03669991985014179,0.0833978226606069,0.9007780129309922,0.09506449609430598,0.011438795076587377,0.006021282911029763,1.56597995545657,0.656636779860811,0.10531452559740476,0.1087266668267093,0.20721663855732797,0.18369859643227587,0.20214785888741882
B007_0,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_0.mat,3,B,48k_DE,1796.0,0.1452594405164755,0.1452594405164755,0.6205688537356399,1.1747650044230888,0.1147058486873167,0.021100305059159483,-0.03811685337785531,3.202990426996816,4.268557839087608,5.405631479658409,0.18488677287432095,2876.2829364322847,746.7182141918637,0.6330997939069098,0.04422046365674609,1.4549043697370017,3.4609856578268143,0.659811094409073,0.04667241950823146,0.0003125,0.8352899776284717,0.019318218144182043,0.5877378890037743,0.03431291761412936,0.2263713091349508,0.03503764457398363,0.08075608388470677,0.8978606344393508,0.09852457210268513,0.01156980786863799,0.006217962090388793,5.2199331848552335,0.659811094409073,0.09104337685218711,0.10247058687910765,0.1917151809640703,0.18103052777385767,0.23654640455419393
B007_0,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_0.mat,4,B,48k_DE,1796.0,0.14464073703918962,0.14464073703918962,0.6858296160138649,1.2563212547755338,0.11404104791752545,0.020920942811239997,-0.042285511100738,3.269431683978388,4.731346690357846,6.001533365538756,0.18311664530305805,2861.759510958535,762.0063952519534,0.6383281310573196,0.04951059391844191,1.463689957142491,3.634912878262947,0.6608168421002063,0.040750699257994134,0.0003125,0.8376102161230607,0.021329241563279172,0.577395110243772,0.03617244363751416,0.23616489235777446,0.036335680087683876,0.07895601463956885,0.8925739209321581,0.10087932535829161,0.011708446358549686,0.0061960845754409095,3.6539532293986636,0.6608168421002063,0.09010428846922917,0.12189162422364647,0.17878042490397034,0.16763824678415304,0.24671113884380869
B007_0,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_0.mat,5,B,48k_DE,1796.0,0.14693162615229427,0.14693162615229427,0.6857395275347333,1.3179379780691654,0.11658971226620363,0.021588902763757564,-0.01809267422478082,3.124983401683343,4.6569060258488575,5.869450660558971,0.18397118964780565,2849.5856782966034,757.4157770460215,0.6355049305554875,0.0484133321088485,1.4344982881908248,3.4680698227064215,0.6689002338145333,0.036494091813423855,0.0003125,0.8380928205208836,0.021730205237984024,0.6061416859043199,0.03613693994397675,0.19028439968013938,0.03706771947709085,0.08681278091304337,0.8917668667930858,0.11003899825546654,0.011530911689129234,0.0063317125812685235,2.0879732739420933,0.6689002338145333,0.0916241618577257,0.12189297096902021,0.16957415295529826,0.20512415280820492,0.20183465413925702
B007_0,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_0.mat,6,B,48k_DE,1796.0,0.14841781878124896,0.14841781878124896,0.671613005195673,1.303566529474891,0.11773905100366298,0.02202784893178366,0.01009978270504567,3.090827828084615,4.522082070871039,5.700447386929929,0.18574131721906856,2838.884941798939,765.3780531728944,0.6338890420061535,0.05187144549470777,1.4451525750174143,3.291261607622003,0.6675284548870667,0.03929670226148059,0.0003125,0.8375487233403586,0.020464206992635965,0.6117731431325788,0.037026069835464574,0.1791384771555003,0.04185100285120782,0.08702496750686298,0.8872496637377385,0.11518026391292432,0.011544193024890367,0.006477694523230145,3.6539532293986636,0.6675284548870667,0.10233616717656982,0.13417285231027817,0.16572767479584363,0.18853201834306998,0.18835166334624623
B007_0,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_0.mat,7,B,48k_DE,1796.0,0.14336969742737593,0.14336969742737593,0.6719730489564935,1.1992697759907234,0.11366970044536046,0.020554870140417326,0.0020821631016538222,3.118768580153415,4.685339857030932,5.909561427352616,0.18586339498260393,2867.7577983349984,756.9606664380228,0.6397069463431828,0.04402647321300753,1.4471265198242629,3.3585913008527517,0.6672712078662674,0.0395082068604518,0.0003125,0.836792405481387,0.017388966675005973,0.5983432344351545,0.03403552816332716,0.19434009440249525,0.04505281035347865,0.09292935792033406,0.8896839449568475,0.10773497411057532,0.011941611911527034,0.006269316386271843,5.2199331848552335,0.6672712078662674,0.09173594869192601,0.12831849708043525,0.18063565967622672,0.18085971792863642,0.20011250667421931
B007_0,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_0.mat,8,B,48k_DE,1796.0,0.14501932556267036,0.14501932556267036,0.5650372232141763,1.0920654341157854,0.11615606090276759,0.021030604786651773,-0.008947912522281255,2.925143145969575,3.8929145405316294,4.860317906719306,0.1842153451748764,2872.071269414124,744.0891839365971,0.6393949446668075,0.044328851344516175,1.4044221080910653,3.09730384137399,0.6753961483140902,0.033235947458734726,0.0003125,0.8357927770470007,0.019796802561360093,0.5825199191856986,0.02829989445564437,0.19741458786762492,0.043826414801618946,0.10841709972461046,0.8943836271831336,0.10463152264082456,0.011845909547989045,0.006603537593491101,3.6539532293986636,0.6753961483140902,0.07821119349008057,0.10572220998037156,0.18819959439848796,0.2014416030096042,0.20024506921717658
B007_0,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_0.mat,9,B,48k_DE,1796.0,0.1473666711272559,0.1473666711272559,0.6592628268690047,1.2244449497053416,0.11774335701988278,0.021716935759128798,-0.019482739492535803,3.013408472132708,4.479038139216045,5.6061213275127795,0.18500885063785633,2869.2528385415444,748.7971965241411,0.6360510284848243,0.04900387571077594,1.4038583297796434,3.4284620270126456,0.6746939690951206,0.05047974818315506,0.0003125,0.8345187913387244,0.022551702848115137,0.5767281547666328,0.025199950638221006,0.20613588151307602,0.04315043489087245,0.1053117454554876,0.8950307784048629,0.10460094248435343,0.012162214582287185,0.006803906963339202,3.6539532293986636,0.6746939690951206,0.08412470371475421,0.1142177943551532,0.17928101389929185,0.1860338644454382,0.21135579120336248
