0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
-0.85273504,0.9638357,1.3319529,-0.97420514,-0.54795635,-0.25512546,-0.04093757,0.64311266,-0.86564106,-0.4421289,-0.08184081,-0.016679361,1.0247667,-0.40307173,-1.1428485,-0.6877523,-0.19021702,0.04707131,0.6887972,1.4137137,1.5193565,0.7558053,0.17948298,-0.047130875,0.64089966,-0.5084434,-0.7081421,0.3556908,-1.0292424,0.21186021,0.398227,0.12837686
-0.89766824,0.9223905,1.3748841,-1.0341057,-0.54259825,-0.2769136,-0.012453131,0.6492189,-0.93780714,-0.43520936,-0.11212486,0.01835014,1.0749006,-0.46528512,-1.1834174,-0.7083856,-0.2321738,0.08548792,0.74052817,1.4597607,1.5694498,0.7805596,0.23012528,-0.044837125,0.6717873,-0.51263416,-0.75296724,0.3886982,-1.0323852,0.22111142,0.40495306,0.10147786
-0.93556505,0.8484959,1.394573,-1.0935944,-0.5733402,-0.33793908,-0.011611983,0.639917,-1.0104651,-0.4109576,-0.12679304,0.07566032,1.1393505,-0.5409233,-1.2347528,-0.7457734,-0.25906453,0.112963274,0.83255947,1.5034628,1.6341321,0.83443236,0.23967087,-0.07014868,0.75819427,-0.51342314,-0.82355803,0.3776699,-1.0260363,0.24609667,0.38909185,0.046033572
-0.89789253,0.90685165,1.3710264,-1.0371165,-0.5493636,-0.29088902,-0.015231751,0.6453481,-0.9490829,-0.42471668,-0.10714714,0.030158162,1.0792289,-0.48343107,-1.1877574,-0.7200481,-0.24339518,0.08580162,0.7658973,1.4668877,1.5769345,0.79664016,0.2225905,-0.046514448,0.69954944,-0.51220775,-0.7647337,0.38083664,-1.024854,0.2249655,0.40470177,0.09224592
-0.8611752,0.9669019,1.3673389,-0.991898,-0.52115476,-0.24345148,-0.015206575,0.6351983,-0.8866088,-0.45237607,-0.09508613,-0.022676706,1.0418974,-0.42956865,-1.1430662,-0.67419666,-0.21432307,0.06621176,0.7160471,1.4272267,1.5165603,0.7503481,0.2243838,-0.030049153,0.64494187,-0.5207933,-0.69981074,0.37980226,-1.0348228,0.20484693,0.43042982,0.14365812
-0.8667731,0.97991997,1.379075,-1.0108352,-0.5157821,-0.2286183,0.00486739,0.62874466,-0.913488,-0.43283653,-0.11139852,-0.018057667,1.057421,-0.43316436,-1.1387427,-0.67093486,-0.24332869,0.08920845,0.72008204,1.4367815,1.5298572,0.7499588,0.24144033,-0.021216173,0.6391328,-0.51990896,-0.7005874,0.40259376,-1.0156795,0.17945373,0.45847255,0.14862444
-0.86537296,0.9860644,1.3823026,-1.01718,-0.505829,-0.22346076,0.014829114,0.63310015,-0.9164048,-0.42755687,-0.11281644,-0.005775258,1.0575895,-0.42704126,-1.1403011,-0.67566323,-0.25643563,0.10413481,0.7140815,1.4517567,1.5292636,0.74138206,0.25074446,-0.010356916,0.6288123,-0.51347226,-0.7049107,0.4109162,-1.0049788,0.16719595,0.4708208,0.14751725
-0.8710904,0.98968816,1.4026495,-1.0321685,-0.5067612,-0.20924366,0.03208635,0.643657,-0.92368275,-0.4209823,-0.1325131,-0.00024101138,1.0752225,-0.42995647,-1.1460726,-0.6679913,-0.2577481,0.10104134,0.71589977,1.4614015,1.5351056,0.7412017,0.2667768,-0.0030651987,0.6332977,-0.52011806,-0.705927,0.4243464,-1.007118,0.16783656,0.481206,0.16179787
-0.94567335,0.8485148,1.366034,-1.0438019,-0.5923035,-0.36116782,-0.0473125,0.62225235,-1.0166074,-0.498709,-0.106893286,0.031674832,1.1018273,-0.5313029,-1.2446324,-0.7930527,-0.24097267,0.09161184,0.77295667,1.4743778,1.6601092,0.84941083,0.20753941,-0.11158918,0.7176543,-0.52066207,-0.841272,0.33509105,-1.0194272,0.25645724,0.33536956,0.026686713
-0.99532926,0.8206778,1.3992114,-1.0944827,-0.59166694,-0.37660146,-0.020000134,0.6277532,-1.0943978,-0.4877486,-0.13798177,0.051291764,1.1410863,-0.60782254,-1.2582896,-0.81001806,-0.28080848,0.09999549,0.8390171,1.506249,1.7091691,0.8793146,0.23998943,-0.10796362,0.7477943,-0.55215085,-0.87242085,0.37628657,-1.031768,0.2825143,0.34385517,0.018882599
