0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
3.3187134,1.9412754,-2.1291516,4.090188,1.680577,0.961689,-1.4059478,-0.008161831,3.0582347,-1.4698476,1.0349137,-1.18974,-2.4524102,3.4563568,1.9147075,2.6246324,3.0341563,-1.0472507,-2.0460877,-3.8039756,-1.4534848,-2.6941369,-2.35843,-0.5992068,-2.2014785,0.30202535,2.8845344,-1.214228,-0.49258763,-1.2958084,0.965768,2.3482687
3.0283804,1.3634719,-2.2982774,3.9223683,1.1764541,0.8154783,-1.6233432,-0.010936645,2.8677402,-1.342336,1.1173373,-1.1165359,-2.2003627,3.1568267,1.6463337,2.322782,3.0708935,-1.0331148,-1.8148057,-3.6071384,-1.1980908,-2.420503,-2.72855,-0.88101625,-1.8167045,0.5650552,2.5365083,-1.3130652,-0.47473297,-0.9080442,0.61096305,2.0737512
2.8224723,0.9083468,-2.3088536,3.6326206,0.85082054,0.853336,-1.5613182,-0.19506945,2.511033,-0.98331344,1.1450143,-1.0180448,-1.9267919,3.0105624,1.2319396,2.14819,2.9865947,-0.87469995,-1.3436363,-3.2875352,-1.2262657,-1.8402926,-2.7555208,-1.2252808,-1.4016367,0.88467085,2.0094008,-1.3592316,-0.14683159,-0.63494366,0.12970978,1.5739069
2.7510161,0.61485064,-2.40249,3.6631432,0.8891748,0.9985121,-1.7178084,-0.21093687,2.6327982,-1.0986307,1.3408878,-0.9702549,-1.9390497,3.1434438,1.3419635,2.0272212,3.0347466,-0.8189217,-1.3003006,-3.2704086,-1.1661831,-2.0376363,-2.9005542,-1.1169258,-1.5234333,0.941836,2.0092707,-1.4857962,-0.097847626,-0.6549455,0.26405886,1.5823418
2.560789,0.50879323,-2.2789013,3.4794,0.75664747,0.918313,-1.7268269,-0.12849252,2.45217,-1.2062968,1.3658466,-0.96688807,-1.8749096,2.839999,1.2740085,1.7947552,2.9647708,-0.8828847,-1.2480785,-3.0448751,-0.991313,-1.822766,-2.908964,-1.1098186,-1.3687766,0.8990288,1.8282356,-1.4995975,-0.13176139,-0.5361723,0.24142003,1.4819466
3.0313506,1.3004936,-2.387733,4.0588636,1.2823434,0.9511703,-1.6011832,-0.24138947,2.9151943,-1.4687542,1.1236804,-1.296108,-2.3756459,3.339042,1.6487026,2.3018444,3.2432983,-1.0244195,-1.8485962,-3.686018,-1.3785322,-2.1879795,-2.680287,-0.98942816,-1.8905014,0.64800066,2.369037,-1.4026346,-0.35179454,-0.9449123,0.43272552,1.8585021
2.8824654,1.1625261,-2.4129798,4.008041,1.0931079,0.81631964,-1.63715,-0.25656393,2.7783415,-1.4530694,1.2181901,-1.3272486,-2.342113,3.1934078,1.5564097,2.1534073,3.2373595,-1.0156015,-1.7187729,-3.572752,-1.281448,-2.0277193,-2.80239,-1.1176064,-1.7124571,0.70219624,2.1325097,-1.3747442,-0.38247424,-0.8094066,0.3361258,1.7495506
3.0504296,1.5441344,-2.3199658,4.117564,1.2085516,0.81009114,-1.7028061,-0.039399333,3.0423005,-1.581595,1.1982529,-1.3796915,-2.4277604,3.2695186,1.8209438,2.3488657,3.2072341,-1.1213906,-1.8617455,-3.726822,-1.2583158,-2.4913762,-2.8372746,-0.877787,-2.0125604,0.46481854,2.6263852,-1.273362,-0.5742608,-1.0405318,0.6368537,2.198846
3.1239662,1.8720783,-2.2039084,4.099469,1.3758326,0.78385556,-1.6206629,0.0042515574,3.0594585,-1.4556223,1.133486,-1.4083402,-2.4355218,3.3588402,1.834713,2.5140903,3.1574693,-1.108887,-1.9740041,-3.7848687,-1.2591136,-2.6112232,-2.6016088,-0.76220375,-2.0832794,0.30843386,2.7646456,-1.1806208,-0.6229778,-1.1267618,0.78481376,2.288304
3.0052743,1.664469,-2.2123075,4.091984,1.2233099,0.8338865,-1.7486166,0.0903612,3.149835,-1.4981464,1.1464009,-1.3554649,-2.3609893,3.3503685,1.8383106,2.4382904,3.1671152,-1.120807,-1.91369,-3.6866996,-1.1583236,-2.6608372,-2.7699306,-0.79442704,-2.0813808,0.3270851,2.7395158,-1.2275741,-0.60974133,-1.0753176,0.7548379,2.2673712
3.148417,1.6558151,-2.263274,4.2007074,1.3445894,0.93407047,-1.6773937,-0.016391229,3.1975935,-1.5153272,1.1099403,-1.3374989,-2.4301307,3.4721694,1.8721539,2.5337806,3.2094803,-1.12101,-1.9676949,-3.7920067,-1.3153455,-2.6258807,-2.6854866,-0.8251993,-2.200936,0.4175075,2.78484,-1.3436053,-0.47588977,-1.1255283,0.735488,2.222129
3.283118,1.9129012,-2.005935,4.026805,1.5812881,1.1074488,-1.3200098,-0.09035377,3.0420983,-1.2604822,1.0190659,-1.2821332,-2.389394,3.5832467,1.8249569,2.7129993,2.9459293,-0.96966934,-1.9302967,-3.6349664,-1.5768667,-2.58946,-2.3317738,-0.6066083,-2.24517,0.4004131,2.7316027,-1.1724932,-0.3321134,-1.3156579,0.8900279,2.3112044
3.3915677,2.2322628,-1.8382419,3.8669193,1.8106191,1.150216,-1.1289756,0.092876144,2.963065,-1.3040016,0.86240757,-1.178338,-2.3265584,3.509674,1.8542318,2.8171701,2.7423167,-0.93299854,-2.0305998,-3.6045525,-1.5899783,-2.6980984,-2.051601,-0.4018828,-2.2684152,0.15817901,2.930511,-1.0476291,-0.4341007,-1.5052887,1.2154152,2.4450738
3.400309,2.0577197,-1.888201,3.8697064,1.8421905,1.1159804,-1.1799123,0.104361854,2.958554,-1.4063568,0.82203996,-1.0439256,-2.290598,3.419368,1.8378643,2.712536,2.773458,-0.9043024,-2.0881727,-3.6263804,-1.5222305,-2.7135775,-2.0353415,-0.39086032,-2.2321784,0.16584408,2.8998287,-1.1447617,-0.44906467,-1.4472153,1.214329,2.347741
3.1253755,0.6389041,-2.577528,3.9166634,1.4022219,1.1122515,-1.5140841,-0.5190862,2.6203656,-1.084864,1.2070284,-0.81008637,-2.2000232,3.4229763,1.434128,2.2459652,3.0577884,-0.7432987,-1.4797738,-3.564212,-1.6149776,-1.9526411,-2.5723805,-1.0926046,-1.5470245,1.1307656,2.0592968,-1.6966238,0.12778899,-0.7549337,0.36592096,1.3184211
3.2411244,2.3340688,-1.8834616,3.979184,1.8940618,1.3237449,-1.0390391,-0.053437732,2.795389,-1.610989,0.9183199,-1.4965483,-2.7752018,3.6373532,1.9999775,2.6935086,2.8338249,-1.0474648,-2.287088,-3.704637,-1.76544,-2.5689468,-1.9247497,-0.71708393,-2.4279792,0.12386747,2.564221,-1.2054875,-0.20899892,-1.1282989,0.7336756,2.0202782
