file_id,file_path,window_id,branch,rpm,window_samples,window_revolutions,angle_samples,angle_order_resolution,shape_skew,shape_kurtosis,shape_crest,zcr,angle_psd_peak_ratio,angle_order_entropy,angle_order_0_5_2,angle_order_2_4,angle_order_4_8,angle_order_8_16,envelope_kurtosis,envelope_order_entropy,env_500_2000_kurtosis,env_500_2000_order_entropy,env_500_2000_order_0_5_2,env_500_2000_order_2_4,env_500_2000_order_4_8,env_500_2000_order_8_16,env_2000_4000_kurtosis,env_2000_4000_order_entropy,env_2000_4000_order_0_5_2,env_2000_4000_order_2_4,env_2000_4000_order_4_8,env_2000_4000_order_8_16,env_4000_8000_kurtosis,env_4000_8000_order_entropy,env_4000_8000_order_0_5_2,env_4000_8000_order_2_4,env_4000_8000_order_4_8,env_4000_8000_order_8_16
A,数据集/数据集/目标域数据集/A.mat,0,target_32k,630.0,24381,8,2048,0.25,0.026574127655678712,2.9069135485514837,3.6507901653663883,0.6936980947728383,0.19828532373873012,0.7343519103675284,0.0010042277331337075,0.005288934586778592,0.027699610589996194,0.026849827080556297,3.9619804541576777,0.9665576961471619,3.615055872705835,0.8933739443167998,0.03140975705549643,0.0732729941773616,0.09737183706691449,0.14912395572033968,3.916679706108778,0.9573388408128078,0.028363152980174576,0.023915546038644625,0.054939620443094354,0.12686142067578476,3.7532475529361036,0.9604239751529594,0.025673970031061154,0.034558570740536254,0.05975377769365683,0.08651231819912825
A,数据集/数据集/目标域数据集/A.mat,1,target_32k,630.0,24381,8,2048,0.25,0.04610166482116392,2.963999020437717,3.7040304035482725,0.6746458231558378,0.21651221059062906,0.7194807038552022,0.000961117636278103,0.004900879479692456,0.02928823474019179,0.03169966991332862,4.099127999978795,0.9604895557945792,4.226224152196478,0.888416148359811,0.05391684457244847,0.06638220733451143,0.11449519522314966,0.1444441830921591,4.115111310792618,0.956835266767782,0.029956785493834674,0.030447206217296553,0.07350489373063515,0.10590665929806437,4.175283179659694,0.9609347621072415,0.029211951470337515,0.04016747412983755,0.08552280673906346,0.10180508059477382
A,数据集/数据集/目标域数据集/A.mat,2,target_32k,630.0,24381,8,2048,0.25,0.08727549604549963,2.8161447019082155,3.571616442318769,0.7010258915486077,0.21186570660160292,0.7096734577576765,0.0009891327958868879,0.0053362101555274434,0.022925016291822833,0.03248595445667427,4.080349163372698,0.9623267295906379,4.050816687880453,0.8834271500284617,0.06943620934931752,0.03161980729417233,0.09346340647878411,0.18994409765417572,4.135689897641573,0.9579337840067547,0.030992733310057592,0.023919464945759725,0.054494316474636456,0.10610140977181133,4.827307371956625,0.9610839010688379,0.025990452019683863,0.04662750049157571,0.0932634747441336,0.10664783400944676
A,数据集/数据集/目标域数据集/A.mat,3,target_32k,630.0,24381,8,2048,0.25,0.027572311958596323,2.7938044527216763,3.6414513798010404,0.7151929653150952,0.23058952274106792,0.69789074504407,0.0010497230952043707,0.004529669857330267,0.017004599233776587,0.029616092718454865,4.698001168407397,0.962892793964873,4.251985650078994,0.8947430426397118,0.05749140953115214,0.039371501259832874,0.09557367143149291,0.16537669212572503,3.77777034990453,0.9598298929731528,0.028524245008374173,0.028990971977336653,0.05625509546604527,0.09775205525485835,4.88566210562514,0.9588909187032953,0.036326741709278694,0.04670427065837912,0.05945276848489948,0.10515283235962365
A,数据集/数据集/目标域数据集/A.mat,4,target_32k,630.0,24381,8,2048,0.25,0.009756672578394847,2.8640741441770547,3.117384982074897,0.6858817782120176,0.22139420118351508,0.7001429883862103,0.0010334886684903815,0.0047117250470429806,0.015114410307349491,0.03160039880462674,5.095975339327078,0.9660099135448771,4.534496122277949,0.8923754238669304,0.05371041766415031,0.03811552285721214,0.09287573439301479,0.1377232769418172,3.4069538149684644,0.9590702723286569,0.021264922667345657,0.031563301925671625,0.09532101329078979,0.09519607432025536,4.928598151760887,0.9593385687546285,0.039715292511538144,0.03786681556233553,0.04225128425439729,0.09430434636444336
A,数据集/数据集/目标域数据集/A.mat,5,target_32k,630.0,24381,8,2048,0.25,0.07013344844425215,2.7822144493154894,3.003049578351231,0.6834391792867611,0.22825968837883273,0.7002133496994712,0.0010169591269258464,0.004922349252924364,0.01608467533092502,0.026544713643911498,4.443522420867921,0.9669093959899909,4.726168967876427,0.8842291137389776,0.05944549957571174,0.03518852664374626,0.08711668755588489,0.18133480147454512,3.5035625528626366,0.9615000086799408,0.016618580528122377,0.034028650132120516,0.07916474060163195,0.08568175629476389,4.3841514884514785,0.9582138541289404,0.034959946325159745,0.05031689369776374,0.05596872548700398,0.09620897408744644
A,数据集/数据集/目标域数据集/A.mat,6,target_32k,630.0,24381,8,2048,0.25,0.0072148379612068094,2.831459517991324,3.157628293762384,0.6834391792867611,0.2535532408855493,0.6893554496601392,0.0010196874737672169,0.005698896535649677,0.02036641662763322,0.03136077601906874,3.343303856532923,0.9696443649571751,3.9924039922540597,0.8881314045218702,0.05341973552954144,0.0313681652037243,0.12306253937321705,0.1486974529978686,3.4253167641926123,0.9624768738007219,0.012937394257754998,0.02907709021589895,0.06366288673794993,0.12213531898162634,3.659905289788718,0.9661940387376942,0.017572453775219807,0.032224309796711675,0.06325722131923199,0.07951664733324097
A,数据集/数据集/目标域数据集/A.mat,7,target_32k,630.0,24381,8,2048,0.25,6.970107385659246e-05,2.6697364552726746,3.5315717287257065,0.709819247679531,0.20681701877134145,0.7211724139324788,0.0010723956412401884,0.005203808771064624,0.02474156224114368,0.03789623093656869,3.4380305296078166,0.9693254989214042,3.4762818147309456,0.8881463757781763,0.06754777916758087,0.036637443191458466,0.11304645550187806,0.18264331262813757,3.2330930993987166,0.9640776561305366,0.02651733325794586,0.01498649387718841,0.06748399215263834,0.10105137709949905,3.8223132248720613,0.9670100948617664,0.015485743002521346,0.032077011939150274,0.061523932339860546,0.09419567938385118
A,数据集/数据集/目标域数据集/A.mat,8,target_32k,630.0,24381,8,2048,0.25,-0.0072883178853482495,2.763847373482345,3.6122150220820886,0.688324377137274,0.2194688175615857,0.7072194349531087,0.0010292020818424227,0.004507295318050303,0.024527899117718247,0.03604826268448308,3.7453744397673487,0.9621250177488733,4.2155779431782365,0.8860613388842409,0.08315615271453786,0.04921023045854375,0.09630455641886113,0.1444179845706221,3.5439895975365787,0.9578255714210264,0.04287951536543588,0.027160571608406788,0.061024332652805,0.11430273907748409,4.207185716370237,0.9692972824735957,0.031506295416408515,0.03461768915676551,0.05721524407552856,0.09907580215236893
A,数据集/数据集/目标域数据集/A.mat,9,target_32k,630.0,24381,8,2048,0.25,0.03945503374336856,2.901324963450861,3.4273339248213577,0.6795310210063508,0.17955357870264857,0.7438013698061935,0.0010177876548914157,0.004222928191999221,0.02288239230774812,0.02704405926869313,3.4247379210145117,0.9656471118301445,3.7100259832347073,0.8905960335445996,0.06551004135293748,0.031709280426423854,0.08544711266896757,0.15422624282063518,3.3095974451952643,0.9488060723475358,0.04763597209462252,0.029726680593045705,0.08178395923514761,0.12300327213966683,4.717798549525896,0.9619364790320131,0.019917930708740313,0.054149683359134525,0.05581298786451592,0.09907358367008023
A,数据集/数据集/目标域数据集/A.mat,10,target_32k,630.0,24381,8,2048,0.25,0.09383674362890303,2.830142086357425,3.355017416713587,0.6805080605764533,0.19308440041038794,0.7281170216299003,0.0010808440542222485,0.003976805412996262,0.019886992662267584,0.02682829797350504,3.7138634356386744,0.9620581334744249,4.224697973538391,0.8922784257617881,0.06698093406577514,0.02871376730582191,0.0938078561828571,0.14068716453277177,3.306358412459046,0.9610064078170443,0.037507306466061235,0.044979286449253794,0.052995223288796786,0.10438622230530165,4.774291418758405,0.9639378256198201,0.019595446532952292,0.04129585264612211,0.06695343676456726,0.1132348642115188
A,数据集/数据集/目标域数据集/A.mat,11,target_32k,630.0,24381,8,2048,0.25,0.07847804730854555,2.8752638005972124,3.249116214579695,0.6756228627259404,0.25569903769958396,0.6867184206933262,0.0011205937206789525,0.0040637278643333745,0.02017849049571565,0.021667995109122987,3.7801445983026283,0.9663150925596018,4.206739360323211,0.8855874796448295,0.05663922072603891,0.02484641691978005,0.09792961344668885,0.14460542034858684,3.5330643098913663,0.9575825058851931,0.030366857059076584,0.043768522600662184,0.08284033318120969,0.06876082842490112,4.984583243924071,0.9624416604374233,0.024488588018849324,0.03302621535080918,0.07200340657426245,0.0990965999054029
A,数据集/数据集/目标域数据集/A.mat,12,target_32k,630.0,24381,8,2048,0.25,0.06138580052625932,2.7621566875406756,3.1102416097091505,0.7161700048851979,0.24546080839389872,0.674121168829586,0.0011313660504379533,0.0037112105409428196,0.018589369618279356,0.02264949031253387,3.5993412699031,0.9620381277703777,3.425135152815398,0.8820347019346176,0.06226803713234952,0.041536397593739505,0.11280876287231247,0.13651614536947504,3.504414457465002,0.9533920270180433,0.021255443201235256,0.04610024696534969,0.07630236310152606,0.09869127886178514,4.552919977751514,0.9625117242002925,0.04251796622355931,0.0421602839645706,0.045172615165347756,0.09996127485425234
A,数据集/数据集/目标域数据集/A.mat,13,target_32k,630.0,24381,8,2048,0.25,0.06231937199470271,2.766359692997303,3.677993379753901,0.6912554958475818,0.23457592762997512,0.6960005535917743,0.001023046065982851,0.004249955023424222,0.019004860118604548,0.02505681016667119,3.9105030558061578,0.9677718919743201,3.9491231325833827,0.9057303721069232,0.057272047381458906,0.04209947736096952,0.07583051659149743,0.14347840435361253,3.9398049643172204,0.9593190594475399,0.03462668190414306,0.025164575397480144,0.06451374270800568,0.10282117861180975,5.390521638270948,0.9628566886660764,0.038223713862774775,0.04246729027735909,0.05768703366079402,0.10217906646587205
A,数据集/数据集/目标域数据集/A.mat,14,target_32k,630.0,24381,8,2048,0.25,-0.008407303922371422,2.873132687336872,3.637107803644565,0.6785539814362481,0.21135723512507407,0.7255478189999061,0.0010612677923252803,0.004109035734079837,0.021338012812490228,0.026554691601440767,4.2415961571109815,0.9650444144332456,3.8420832580622855,0.900609389100543,0.05920404694564689,0.023173710429479785,0.11702002534989675,0.1526602968161778,4.183885242238505,0.956842675460005,0.03495163529409041,0.02107565299022927,0.061128502007792275,0.11380143418276005,5.562072863160516,0.9601398416351824,0.03369394629710232,0.03368526450416568,0.08567949472282146,0.09513197923929284
A,数据集/数据集/目标域数据集/A.mat,15,target_32k,630.0,24381,8,2048,0.25,-0.056176877204065986,2.873165038530168,3.512257949483797,0.6814851001465559,0.2068016967705843,0.7288306780877676,0.0012327594597997993,0.004711560352729012,0.025335785299295324,0.03003687860182519,4.5455342754868715,0.9641658257009278,4.750705416293688,0.883713282462961,0.08394838439739404,0.02628101015813778,0.08806011908173518,0.18794788917541302,3.974527637015631,0.9630345627417614,0.028360314542132104,0.020998346116122005,0.04883585726941988,0.11501323416506547,4.536990697927594,0.9597115760493155,0.029527273488092868,0.03575038911468942,0.07614718671701233,0.08638573740772171
A,数据集/数据集/目标域数据集/A.mat,16,target_32k,630.0,24381,8,2048,0.25,0.08364055975018507,3.108503870469581,4.23623908323703,0.6658524670249145,0.16130099093203953,0.7475818625450843,0.001251241054348076,0.004142078272776334,0.02212567036393465,0.026839252086555753,4.795282283998887,0.9672478434019863,5.059398473259118,0.887042837250181,0.08813743972624027,0.03376686070188931,0.09349565254875651,0.1772792307546386,3.404080866487445,0.9666738731299005,0.01575375266330131,0.023093474775065383,0.05435869188050406,0.09718724179914127,4.669839478247478,0.9602967218050386,0.027802337480586668,0.04704169365642006,0.04452003205780852,0.08693104266447503
A,数据集/数据集/目标域数据集/A.mat,17,target_32k,630.0,24381,8,2048,0.25,0.15410594835727093,2.989183116143889,4.2218804313855625,0.6858817782120176,0.17283150047959972,0.7420321205925416,0.0012651437932835385,0.004982061697519854,0.018082099951448345,0.021964619554040807,4.485407377269841,0.969152501163766,3.4742245876608298,0.8931842955589602,0.056983801275874206,0.05150061587343586,0.10231515528559355,0.12942908211841517,3.5489123635678745,0.962048738693872,0.029745144334300838,0.02139906229924387,0.06768233989893863,0.10317392781303437,6.182226598000426,0.9609547388745457,0.02724922208659733,0.04524489802000006,0.0698619341906391,0.09856428921420414
A,数据集/数据集/目标域数据集/A.mat,18,target_32k,630.0,24381,8,2048,0.25,0.0443481854885945,2.7679126730279107,3.151876895727615,0.6941866145578895,0.1853030831361698,0.7554384373709568,0.0011923868028959719,0.004187448027621389,0.01667647396684485,0.026657397902722292,5.105211892614554,0.9644824582703371,3.983043714828584,0.8999928721282301,0.054473803889790846,0.035222706942228905,0.11106659024328573,0.14173355182168546,3.736632382058875,0.9572302678447415,0.01259810637731369,0.030040616822793218,0.0723496618301305,0.1168084798308864,8.820569030340417,0.9516279903480708,0.03339215467176218,0.028323916725132563,0.07690802570476736,0.10762854742442676
