file_id,file_path,window_id,branch,rpm,window_samples,window_revolutions,angle_samples,angle_order_resolution,label,shape_skew,shape_kurtosis,shape_crest,zcr,angle_psd_peak_ratio,angle_order_entropy,angle_order_0_5_2,angle_order_2_4,angle_order_4_8,angle_order_8_16,envelope_kurtosis,envelope_order_entropy,env_500_2000_kurtosis,env_500_2000_order_entropy,env_500_2000_order_0_5_2,env_500_2000_order_2_4,env_500_2000_order_4_8,env_500_2000_order_8_16,env_2000_4000_kurtosis,env_2000_4000_order_entropy,env_2000_4000_order_0_5_2,env_2000_4000_order_2_4,env_2000_4000_order_4_8,env_2000_4000_order_8_16,env_4000_8000_kurtosis,env_4000_8000_order_entropy,env_4000_8000_order_0_5_2,env_4000_8000_order_2_4,env_4000_8000_order_4_8,env_4000_8000_order_8_16
B007_0,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_0.mat,0,48k_DE,1796.0,8552,8,2048,0.25,B,0.03303347845613459,2.960560552376862,3.484534249935136,0.726428920371275,0.037450796370532474,0.7839431310961628,9.413327291751292e-06,2.890275839907959e-05,0.009546045267711465,0.010668683296928763,3.4530112043053687,0.8255798556861369,2.7243955163973412,0.7571014828024846,0.05913474551557417,0.03549255403720817,0.08243323938302588,0.2684809271094073,3.450135082009618,0.7215368923988879,0.09620576007420065,0.1741012360264473,0.2173409064231026,0.2552518023885017,2.6986093510775206,0.733957253882975,0.039691960490737,0.08961408020949546,0.29403699969377894,0.18544963733052264
B007_0,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_0.mat,1,48k_DE,1796.0,8552,8,2048,0.25,B,0.03202112120562933,2.975787776178114,3.4521948042679664,0.7376648754274548,0.03757676572332039,0.7852264389240371,1.9098948677587407e-05,1.7602737704030778e-05,0.00966699365712611,0.01081230114879946,3.2576743844582023,0.8404354827001913,2.6255713787244277,0.7565605420355503,0.04642371639479034,0.027286482519325195,0.07577435924048469,0.3546464190451824,3.254143760131025,0.73258657183767,0.10382841653600883,0.09462414801046908,0.22492310137524132,0.256358493569834,2.7272089086070084,0.7264090862080654,0.022148057928661678,0.09197068013279981,0.2989272025762495,0.20747165076120164
B007_0,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_0.mat,2,48k_DE,1796.0,8552,8,2048,0.25,B,-0.029056922223031856,3.110487483370625,3.584319091642634,0.7254518808011724,0.025840203779801448,0.7878489269314188,1.503505070875733e-05,1.987934419514428e-05,0.008277901085901674,0.010084974589787068,3.052876015323607,0.8093242161229756,2.973088630894834,0.7592672347121094,0.04483987758116993,0.0501834108619018,0.06864970753841576,0.3822595591613307,3.012833900136126,0.7132913668287204,0.12714002907820401,0.14727796551645406,0.2097050305129343,0.24432118009405834,2.673670347457743,0.7413652459949387,0.023374480719977345,0.09496927983849061,0.28719209425556513,0.21051166039491673
B007_0,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_0.mat,3,48k_DE,1796.0,8552,8,2048,0.25,B,-0.039789648040247275,3.1680849638537523,3.298724350990565,0.7342452369320958,0.030333340235828902,0.7892353672681043,8.2806829075906e-06,2.52569167761051e-05,0.0074986153696396125,0.009381578621635403,3.1842251842860976,0.8176939389427259,3.9582419393567516,0.7553402273922879,0.05959714765361867,0.08014192855930864,0.08640563606858931,0.3157419595526811,3.233293817084605,0.7236829947529573,0.1595801402206261,0.15327349784901606,0.22024457485872972,0.22406030081193906,2.6958578593445606,0.7454776693853489,0.02828899849979065,0.09081988676569144,0.29974131098010653,0.1972844949152488
B007_0,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_0.mat,4,48k_DE,1796.0,8552,8,2048,0.25,B,-0.055831224790951324,3.1995644916374233,3.3626810429254266,0.7308255984367367,0.034538560404487585,0.7962805676046799,1.1040525276453643e-05,5.838130537836961e-05,0.00815890325839109,0.00943579492400483,3.374462631570788,0.8275958842386466,2.9696813808704223,0.7495390015007497,0.03152783776020916,0.05780770167455147,0.09194807085291247,0.330543499910138,3.5369568541293765,0.7208015436105386,0.09704939882879747,0.14824739420843225,0.21716731801564895,0.2818297261282614,2.780204122341044,0.7435736415046489,0.025035115059893122,0.10391295802261521,0.285000891677905,0.20245154113942646
B007_0,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_0.mat,5,48k_DE,1796.0,8552,8,2048,0.25,B,-0.0403535592944221,3.053367922832975,3.388380866338622,0.7127503663898388,0.037297497557945224,0.7868700761262306,1.238925404796872e-05,4.1908758258607906e-05,0.008643304922588902,0.008086811433639448,3.2286704822707173,0.8122693497569231,8.549496426679667,0.7388262029035587,0.03114645018159445,0.05152881641809271,0.0753217073287893,0.35499378207826715,3.436807901002754,0.7098010490347986,0.1876519912113234,0.10433417673656556,0.24185487438790457,0.17465722696762892,3.140270495356331,0.7562487942606686,0.022226886784093795,0.07999008114618451,0.2790853308449622,0.2100371901658744
B007_0,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_0.mat,6,48k_DE,1796.0,8552,8,2048,0.25,B,-0.003431148911427614,3.0205834912316307,3.803395286001788,0.7249633610161211,0.030806076576867455,0.7851421080035419,1.0707951082557695e-05,2.89303132626742e-05,0.008935605643597468,0.008350722444463988,3.2218961961675148,0.820765117091826,2.895428659169955,0.7333457708602651,0.04534063629712476,0.03424531766491021,0.08207605055313259,0.3237982024305412,3.2609873996711216,0.7285259930647753,0.08272316647735595,0.12849376433521317,0.21342657055584469,0.271596669218001,2.749628477002428,0.7702512000672922,0.03429493245558217,0.0691553023235001,0.24680039904102927,0.22448832048904768
B007_0,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_0.mat,7,48k_DE,1796.0,8552,8,2048,0.25,B,-0.008210565157049893,3.2002625050809863,4.391470565959348,0.7186126038104543,0.04368138996537238,0.7897133368184928,2.3091182139321498e-05,7.062618889572187e-05,0.009528812348993306,0.009385143369790303,3.7843672098222227,0.819234609862614,3.1830086944231866,0.743554817433379,0.03798836249197131,0.06790139725449089,0.08445193310773678,0.2655887499780711,3.9176634737360687,0.7256302213578351,0.10912724178571606,0.1430154419200322,0.18465075873932904,0.2394779373147177,2.739637368939868,0.7694524858044044,0.04087859174873935,0.07163193828054296,0.2338708546900711,0.2500213252739557
B007_0,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_0.mat,8,48k_DE,1796.0,8552,8,2048,0.25,B,-0.08199408732339043,3.2691453782379605,4.409688630563803,0.7029799706888129,0.03722359047055086,0.7858887353293037,2.218236762651933e-05,9.365935204214422e-05,0.010022731170996328,0.011097360691308029,3.720112371330996,0.8252929498937911,3.1234039179342963,0.7365209964883626,0.031047973555704385,0.09823580506014248,0.0642335901308869,0.27161718259333,3.6872779589811366,0.7303903294360373,0.11043124283479719,0.12303132618056971,0.21595447790173117,0.21145827166791634,3.16964450881871,0.763589778224602,0.027252280965121615,0.09290822078224148,0.24373900026750916,0.21314889059086173
B007_0,数据集/数据集/源域数据集/48kHz_DE_data/B/0007/B007_0.mat,9,48k_DE,1796.0,8552,8,2048,0.25,B,-0.06975537472279428,3.305968717133053,3.727254880218574,0.7088422081094284,0.027038967269890912,0.7962136886799651,1.8451610629455782e-05,0.0001063499217710071,0.01029172397558742,0.012458967447351922,3.753287577459106,0.8298109619006948,3.246664551669298,0.721225414602354,0.04417562662197343,0.09432304601087863,0.058533756846619676,0.24730119912202642,3.4652911270527493,0.7260890304562768,0.14628110180386605,0.14953136739269932,0.19448699709070758,0.25383879504913753,2.647630100604999,0.7267919273201854,0.020661561903132168,0.10781205643877029,0.3037403915562725,0.20936205189948212
