file_id,file_path,window_id,branch,rpm,window_samples,window_revolutions,angle_samples,angle_order_resolution,shape_skew,shape_kurtosis,shape_crest,zcr,angle_psd_entropy,angle_psd_peak_ratio,angle_order_entropy,angle_order_0_5_2,angle_order_2_4,angle_order_4_8,angle_order_8_16,env_500_2000_kurtosis,env_500_2000_order_entropy,env_500_2000_order_0_5_2,env_500_2000_order_2_4,env_500_2000_order_4_8,env_500_2000_order_8_16,env_2000_4000_kurtosis,env_2000_4000_order_entropy,env_2000_4000_order_0_5_2,env_2000_4000_order_2_4,env_2000_4000_order_4_8,env_2000_4000_order_8_16,env_4000_8000_kurtosis,env_4000_8000_order_entropy,env_4000_8000_order_0_5_2,env_4000_8000_order_2_4,env_4000_8000_order_4_8,env_4000_8000_order_8_16
A,数据集/数据集/目标域数据集/A.mat,0,target_32k,570.0,26947,8,2048,0.25,-0.025058098445751627,3.12620211159328,3.7000092452267217,0.5593551538837322,0.8844081141493346,0.03776545046510349,0.8844081141493346,0.0006877636875433338,0.005250228550572579,0.05375770117718488,0.06344412347690408,3.595129520470184,0.9069266028516602,0.02693580002002197,0.07189163956754806,0.09311764877209008,0.1267882653652547,3.667115250228807,0.960155919247431,0.029421915041235105,0.017207240384129577,0.04008053754228143,0.13159715627526175,3.755885257289261,0.9639318628337148,0.025027577768084553,0.02858581384767813,0.0646727062176751,0.08567264737251931
A,数据集/数据集/目标域数据集/A.mat,1,target_32k,570.0,26947,8,2048,0.25,-0.04645624045049781,3.2631573738602464,3.580843773675152,0.530532486565706,0.8727640359410747,0.039130883917878376,0.8727640359410747,0.0006566944091046068,0.004885000522529341,0.054707673843543386,0.06633184306688006,3.7656122489702533,0.9038254889898668,0.04880581594926472,0.0634620774220694,0.10819719282245496,0.12419069576376068,4.351179655124319,0.9587546403429185,0.025383347699264414,0.028190028222385245,0.060848413165030125,0.10429023577856891,4.264668865904978,0.9610213616004354,0.02384382468485155,0.03708232293363216,0.08449679708904934,0.09603190491788617
A,数据集/数据集/目标域数据集/A.mat,2,target_32k,570.0,26947,8,2048,0.25,0.06863303312741136,3.1590261734605036,3.827800367479848,0.5417684416218856,0.8756605275179563,0.039632706620275696,0.8756605275179563,0.0007277513373691563,0.0046498816194448876,0.05007233030975362,0.07119579141029214,4.0738184799623545,0.9052813436544087,0.04412022090083219,0.038733297080340116,0.0906370492511797,0.1439226004445083,4.081294123908144,0.9597468540465467,0.01921960568541716,0.032593007073787365,0.044228602040161775,0.09475195957276202,5.325439944663932,0.9633809696062212,0.016885067669572935,0.04418836166952591,0.07928043786396029,0.10741817855145315
A,数据集/数据集/目标域数据集/A.mat,3,target_32k,570.0,26947,8,2048,0.25,0.03533865800133836,3.136826651717984,3.9427117959591347,0.5632633121641426,0.8697029617620946,0.04072980282881908,0.8697029617620946,0.000750443317839738,0.004419001261557891,0.041150872059840145,0.06058899945138215,4.508598065135447,0.9061828044923911,0.04563606208793064,0.04238604098209493,0.0868730776763987,0.14003608013322297,3.65177109904887,0.9593334764771444,0.017147328302767995,0.04015227385267191,0.056158229118200814,0.0994662829534491,5.176872239507936,0.9625992482518316,0.03500029094847147,0.03269203007088481,0.04782470124507041,0.07384485784721667
A,数据集/数据集/目标域数据集/A.mat,4,target_32k,570.0,26947,8,2048,0.25,-0.023886258731929597,3.19015844506038,3.78474138828593,0.5544699560332194,0.8866905270654302,0.04235619024729343,0.8866905270654302,0.0008273345463023682,0.004536862467660306,0.03878645548474704,0.05811106755642347,5.132858903163798,0.8974724621804485,0.05508944830349973,0.03491910133031978,0.08257999396279568,0.15275612481598613,3.475049383651896,0.9623444229641973,0.015616204392280567,0.03405595656400614,0.0847482479483362,0.07933996191996588,4.771657040421088,0.9629708149993614,0.04008165896719529,0.0301208547730192,0.06017432979351398,0.08884699874044667
A,数据集/数据集/目标域数据集/A.mat,5,target_32k,570.0,26947,8,2048,0.25,0.00815645648624614,3.094268875190502,3.9396806039189607,0.5446995603321935,0.8952405372278885,0.037031392594474404,0.8952405372278885,0.0008078850499023645,0.005339601570811282,0.049044835262447045,0.06307971772587673,3.873846608793999,0.8951107068780889,0.0646859397507574,0.03177332219045473,0.09514686109071122,0.15019597605557733,3.587536002824247,0.9592880405057742,0.018355576393784302,0.036198214570425914,0.06526255088288427,0.09218893224664236,4.39280699619462,0.964149363776207,0.03094210467713617,0.030911796095972145,0.07851066692346391,0.07981876072031444
A,数据集/数据集/目标域数据集/A.mat,6,target_32k,570.0,26947,8,2048,0.25,0.06633619223418846,2.958852677261847,3.169358950414746,0.5315095261358085,0.890640715419444,0.038571078247018185,0.890640715419444,0.0007144212831674026,0.004681604541460488,0.04880559960634523,0.0802807251418823,3.7175571274478267,0.8976506265324316,0.055257710811697426,0.028466291292528766,0.09523730234115035,0.1538397471046887,3.5758307227701254,0.9592546394009037,0.02860652039502763,0.019762794231655764,0.07204395991046329,0.11357429627573999,3.9443991067735658,0.9703983357864814,0.014251965073179143,0.029374347035139112,0.05675316296007442,0.10171348547219129
A,数据集/数据集/目标域数据集/A.mat,7,target_32k,570.0,26947,8,2048,0.25,-0.015022389581513721,3.025610697496437,3.3534245429419736,0.517342452369321,0.8898981093123979,0.04071867806365732,0.8898981093123979,0.0006641771829470408,0.0043613655817707824,0.04911427182867813,0.08017801035981906,4.261221651265664,0.8981755098945152,0.06980125273732236,0.05356043887986553,0.08428436137704544,0.14458167342912967,3.54138745424506,0.9617180730107326,0.04025692653314817,0.031166713076065344,0.05914560065662878,0.10260809078335192,4.026159464565979,0.9701001908435637,0.024929628810738392,0.03359407365042346,0.057073696756071476,0.10521509676192167
A,数据集/数据集/目标域数据集/A.mat,8,target_32k,570.0,26947,8,2048,0.25,-0.04529445734665545,2.957254129687795,3.293239619870366,0.5236932095749878,0.8889806711859725,0.04288236875726893,0.8889806711859725,0.0006044558266051698,0.004030322330757708,0.04847241778751553,0.05641966584410848,3.5382522691011844,0.9014121436970389,0.07209311400242091,0.031735804338362254,0.07766797182894958,0.12431373285698222,3.2792882736557347,0.9509301442420939,0.0478868639048592,0.03258776151600185,0.07322357581176968,0.11150941620502025,4.613659010477957,0.9652249293763518,0.022753626244778516,0.03637499042548832,0.05810750314557413,0.09041092667120115
A,数据集/数据集/目标域数据集/A.mat,9,target_32k,570.0,26947,8,2048,0.25,-0.01330503118823554,2.8583493914447975,3.1392731812940498,0.5383488031265267,0.8916362809293694,0.03916984212349281,0.8916362809293694,0.0006923791799369895,0.0037830006879706014,0.0424851149807755,0.05676279752278337,4.384176203738011,0.8974616659992234,0.06959964249530455,0.027435420899041156,0.0878002512187827,0.11854355138923396,3.243151879070065,0.9611014285234339,0.03602362179742145,0.044077272872121216,0.05416136827660733,0.10382203966604822,4.764548733801415,0.9644887591301541,0.02264133460099307,0.029931869558416077,0.06427501217650698,0.12828611699129597
