file_id,file_path,window_id,branch,rpm,window_samples,window_revolutions,angle_samples,angle_order_resolution,shape_skew,shape_kurtosis,shape_crest,zcr,angle_psd_entropy,angle_psd_peak_ratio,angle_order_entropy,angle_order_0_5_2,angle_order_2_4,angle_order_4_8,angle_order_8_16,env_500_2000_kurtosis,env_500_2000_order_entropy,env_500_2000_order_0_5_2,env_500_2000_order_2_4,env_500_2000_order_4_8,env_500_2000_order_8_16,env_2000_4000_kurtosis,env_2000_4000_order_entropy,env_2000_4000_order_0_5_2,env_2000_4000_order_2_4,env_2000_4000_order_4_8,env_2000_4000_order_8_16,env_4000_8000_kurtosis,env_4000_8000_order_entropy,env_4000_8000_order_0_5_2,env_4000_8000_order_2_4,env_4000_8000_order_4_8,env_4000_8000_order_8_16
A,数据集/数据集/目标域数据集/A.mat,0,target_32k,600.0,25600,8,2048,0.25,0.03637169411519072,3.076427974647126,3.510892599007211,0.5598436736687836,0.8856744819314332,0.04367751962422827,0.8856744819314332,0.0011716582271046464,0.007912106663259654,0.0523153226731885,0.05005829447146846,3.6730548762234303,0.8998702541494326,0.02770829805953033,0.07502850544127175,0.09385829012978489,0.1381867706050869,3.9873457381886293,0.9579751079623718,0.029543440210532814,0.020639633704412373,0.04431431557506781,0.13027768087651204,3.737822745408099,0.9627371703027183,0.025063067330101215,0.030381937887837888,0.061822876578295015,0.08893349541132653
A,数据集/数据集/目标域数据集/A.mat,1,target_32k,600.0,25600,8,2048,0.25,-0.0025633090620912776,3.2683773788992343,3.76247313538155,0.545676599902296,0.8809804017094954,0.04174875449439462,0.8809804017094954,0.0011450696884759285,0.00714429133204518,0.0518810102431313,0.05674235168739835,4.206996221521155,0.8965967204368398,0.04564263745488414,0.06179530398119165,0.11976405042611486,0.13352102693537216,4.422525391352162,0.9584304663163115,0.028216015617774298,0.03130458681407003,0.06427309721271081,0.09886381930324674,4.065425295111594,0.959997380591299,0.02487084329264328,0.03647713068763993,0.08455988237663394,0.10331217451992787
A,数据集/数据集/目标域数据集/A.mat,2,target_32k,600.0,25600,8,2048,0.25,0.042764540364133255,3.131741345090732,3.704277312905702,0.5476306790425012,0.8852776562940279,0.045158845367845896,0.8852776562940279,0.0012675094005511589,0.007690486525349108,0.04531712330376541,0.0668244781547835,3.9891325126181543,0.8973866982386002,0.05437357878507014,0.02952835294658616,0.09371123142569605,0.16118452036569866,4.267228445468087,0.9623293386009462,0.023863543258929375,0.030379519390453944,0.04813123592619219,0.09732011500461031,5.101592375123776,0.9624024524138901,0.021777210657778576,0.03989244133386739,0.0840904579093672,0.1041090126180302
A,数据集/数据集/目标域数据集/A.mat,3,target_32k,600.0,25600,8,2048,0.25,0.10794483881727306,3.1413819390051727,3.7045262374719536,0.5603321934538349,0.8810786943614026,0.03744756754359946,0.8810786943614026,0.001351954735284044,0.006584040802889191,0.036300943105069164,0.054246155309006346,4.122791832363071,0.893707165942946,0.060251263835080074,0.029252041034451587,0.09457622445136415,0.17641821073852487,3.9231675938458497,0.9583705926619931,0.029019879983995918,0.03543979576640632,0.05301584794884783,0.10027242925781889,4.742211358592729,0.9619405411249963,0.04042983791435654,0.03540122132803469,0.05251558745437089,0.08027304156784229
A,数据集/数据集/目标域数据集/A.mat,4,target_32k,600.0,25600,8,2048,0.25,-0.009057531953178962,3.121906551679042,3.777405306200815,0.5427454811919883,0.8800601371063967,0.03893715304120388,0.8800601371063967,0.0013675152627260576,0.006869663928150761,0.03047400146540302,0.051551975541222955,5.036032548758746,0.8949936781976633,0.04108388160973307,0.02963285470775122,0.07706404707212439,0.18030917832514676,3.4300604482393187,0.9593664055111262,0.020253594923099288,0.03192184690194164,0.06878925090877111,0.10860714482782345,4.53769021584835,0.9609621962862135,0.038757525507159336,0.03720564140781223,0.05900043424835765,0.09589357016559058
A,数据集/数据集/目标域数据集/A.mat,5,target_32k,600.0,25600,8,2048,0.25,-0.028180088152049993,3.079225825670892,3.890790664561475,0.5378602833414753,0.8904795454847431,0.04152513642775919,0.8904795454847431,0.0012915420998236712,0.007504967832752146,0.03360489655892973,0.05738582518668784,4.526048125773299,0.8981183213533175,0.045288821509741554,0.04461187104366804,0.08192753907243082,0.1594115614148503,3.507078638722071,0.9632198990253804,0.012160389428436846,0.02897475530285363,0.058827017672979785,0.10753951539401119,4.4113892970701665,0.961008472915733,0.03458770382612485,0.035888294976736825,0.06707070072630235,0.10215726194459655
A,数据集/数据集/目标域数据集/A.mat,6,target_32k,600.0,25600,8,2048,0.25,0.11545096184314155,2.973803740525313,3.865817049497017,0.542256961406937,0.8891349469095714,0.05074444315868216,0.8891349469095714,0.0013154310107714178,0.008257881729154558,0.044168772766892704,0.06159217134837871,3.2754891147281544,0.8924924119743447,0.06265060234812594,0.038543602143860566,0.09074155556072214,0.17447644745540528,3.5385809669874684,0.9590548005999212,0.02655037739819097,0.02731481678286836,0.0757849031155313,0.11051587257166606,3.6556225973853866,0.9671313813398262,0.019750776893580027,0.032793593616312885,0.0652809321784163,0.09403208128063094
A,数据集/数据集/目标域数据集/A.mat,7,target_32k,600.0,25600,8,2048,0.25,0.048382846030942124,2.9799727063848254,3.341842566251416,0.5437225207620908,0.8884234284859232,0.04872952423477436,0.8884234284859232,0.001328394443793433,0.007007678436868378,0.04121795023627394,0.07481903315897943,3.997558127469407,0.8942271610855437,0.0676621805480732,0.04208306925014503,0.0936243150405951,0.16494768896864237,3.360074228532943,0.9629061673328971,0.038192856932616315,0.026511672533874334,0.06336047662358321,0.0965080213186977,3.6898532846525507,0.9689310983046511,0.027157852252169594,0.038041397752174966,0.04172236996459414,0.10200537445717459
A,数据集/数据集/目标域数据集/A.mat,8,target_32k,600.0,25600,8,2048,0.25,-0.025475870041191617,3.0600256784004203,3.336710058588806,0.5334636052760137,0.8902806262941717,0.04462777676139664,0.8902806262941717,0.0013239164309293559,0.007296995978929348,0.04912918055472908,0.0630338413076095,3.8537639930435628,0.8973486915493973,0.06664939100255457,0.04625053974052217,0.08481858163026365,0.13450612251941138,3.4284428467269215,0.9509064585442446,0.05476455045787304,0.03496750756662636,0.08080966787833774,0.09866071643415839,4.305437610024457,0.9650070492645921,0.033916473309141076,0.04178700232715711,0.06025982934740859,0.08208966564532245
A,数据集/数据集/目标域数据集/A.mat,9,target_32k,600.0,25600,8,2048,0.25,-0.004953631984969716,2.8508238127943257,3.206724467980942,0.5412799218368344,0.8928063426887105,0.03755530254457695,0.8928063426887105,0.001253218906690444,0.006123932038269571,0.04079885853679888,0.05737255893536503,3.5033887723477193,0.9028288771350446,0.05266613769669272,0.03130351161507171,0.09348225975440302,0.14521890715268085,3.2665626808086734,0.9528317481888696,0.042574076194316975,0.03602122517887772,0.07086544084716674,0.11489526233095833,4.8980340536004086,0.9642845514750219,0.024853162975330217,0.0454150736184059,0.05276938865159286,0.10403263400947668
